Maison,X,Y
238,2460103.123261188,3984705.3565756483
239,2460164.623730975,3984749.668923638
240,2460199.591184565,3984629.6169189666
241,2460098.397894588,3984628.4491138123
242,2460163.3662135447,3984659.347210472
243,2460084.2346539125,3984926.469834412
244,2460176.7198438034,3985115.332168616
245,2460122.268772636,3985162.6332431375
246,2460193.281273016,3985160.4616612694
247,2460110.764036105,3985141.2398298653
248,2460111.088492393,3985149.3132729833
249,2460091.9667289923,3985119.150035533
250,2460022.6928484263,3985186.6790162385
251,2460010.3118537837,3985181.4968151483
252,2460040.83419878,3985326.975234039
253,2460099.1303076567,3985250.526643475
254,2460093.112395282,3985503.1955457567
255,2460121.3100147983,3985526.5609517796
256,2460186.9133790964,3985470.279939059
257,2460054.4878708264,3985595.8316950193
258,2460005.3356360644,3985466.446763058
259,2460158.1361384094,3985692.552743632
260,2460354.106501372,3983046.5894953366
261,2460378.297924615,3983479.6666754447
262,2460365.8758430285,3983737.0409365073
263,2460263.846928877,3983600.606842481
264,2460240.9479146716,3983607.7029749057
265,2460307.069544011,3983666.414075624
266,2460262.3844016464,3983605.2935778406
267,2460253.984622623,3983600.2415142753
268,2460305.6956156893,3983703.3474598057
269,2460269.5901784776,3983752.8052439014
270,2460369.185795196,3983636.7857196517
271,2460249.7294504833,3983660.1291198465
272,2460380.7926950403,3983709.8979964573
273,2460220.207558996,3983638.443106088
274,2460232.3247847236,3983771.9120322997
275,2460371.317990779,3983602.4990013354
276,2460237.2046408947,3984218.6369165042
277,2460295.653900429,3984467.7135230326
278,2460386.941375806,3984435.2057121447
279,2460350.734288146,3984437.4873397574
280,2460249.4541148245,3984505.52745477
281,2460322.593671363,3984565.1501182574
282,2460387.5319900066,3984738.055477164
283,2460337.5041494444,3984762.84302656
284,2460372.4458616506,3984755.9380892282
285,2460323.204953657,3984651.957127997
286,2460272.6075258898,3984728.6636555083
287,2460210.200409537,3984617.7877144585
288,2460252.56254606,3984736.8744457397
289,2460293.880062397,3984738.161175752
290,2460379.718813975,3984614.4909709273
291,2460305.284139803,3984608.465317616
292,2460364.5599140306,3984753.2027114825
293,2460286.5215788963,3984741.012598445
294,2460398.7954574707,3984791.490213797
295,2460339.1170949326,3984622.181203527
296,2460234.805540819,3984666.8923015
297,2460263.841047191,3984664.637567009
298,2460208.226626239,3984764.2051453693
299,2460322.296978937,3984727.427075797
300,2460341.677576698,3984698.1866284055
301,2460369.1168399253,3984897.0209468715
302,2460277.171543497,3985049.3418154074
303,2460219.850693676,3985128.778571178
304,2460307.0654906607,3985166.9211349078
305,2460235.960798995,3985017.3177613495
306,2460355.0459398613,3985192.866807429
307,2460326.1035187966,3985095.7887586667
308,2460334.344473338,3985013.4168485045
309,2460338.3213629606,3985072.1171618183
310,2460342.187393629,3985039.464102726
311,2460239.733715295,3985182.339822963
312,2460233.9597282154,3985017.2265996486
313,2460274.6800734242,3985049.0378126497
314,2460215.8725138665,3985094.792072889
315,2460383.8854252486,3985079.4862031024
316,2460232.070968919,3985180.3357035085
317,2460256.517706777,3985208.944586771
318,2460256.8647854845,3985280.8543636655
319,2460272.973793839,3985253.764257888
320,2460327.545296966,3985449.43265337
321,2460236.2767872135,3985431.1419615555
322,2460385.5393984565,3985538.1259409655
323,2460268.1402862053,3985759.6588504696
324,2460253.8377940743,3985726.685065063
325,2460250.5183130917,3985942.6207681186
326,2460245.9448777507,3985801.19929674
327,2460340.3647611183,3985971.6327910037
328,2460351.451935689,3985835.467900962
329,2460287.528357187,3985941.288968962
330,2460208.410602359,3985913.302533041
331,2460213.761823738,3985917.9004473123
332,2460495.603851936,3983502.8862759015
333,2460434.8599264314,3983434.317893843
334,2460513.9319848674,3983439.242114095
335,2460577.6833602265,3983634.1180055593
336,2460438.6204884155,3983710.497902668
337,2460555.5309943156,3983678.3961241273
338,2460563.239921787,3983643.1308505344
339,2460578.576535379,3983620.094133752
340,2460417.9458386414,3983694.682529945
341,2460550.8874898246,3983749.7099334933
342,2460449.234126911,3983723.9445454157
343,2460545.495574382,3983774.4761826387
344,2460456.8547171527,3983724.3158979225
345,2460406.6048007817,3983655.8515061117
346,2460511.983956665,3983796.595857999
347,2460575.7284867237,3984188.690156462
348,2460415.9088732437,3984029.470650737
349,2460453.96035287,3984117.4276385196
350,2460515.6493560937,3984047.755623775
351,2460507.304750046,3984186.1686171195
352,2460503.6429485525,3984040.0273756078
353,2460518.7698115925,3984221.172304088
354,2460532.0878191716,3984313.668291628
355,2460406.81058414,3984235.392733429
356,2460551.0814842656,3984372.9972748696
357,2460511.0658784006,3984269.506369711
358,2460503.249883247,3984349.684504913
359,2460412.140105782,3984511.4231001553
360,2460405.1697685895,3984468.2385653695
361,2460434.6718867905,3984532.8248626976
362,2460433.3980926457,3984553.0322354045
363,2460455.3689551544,3984443.156406203
364,2460442.106848443,3984679.7917015166
365,2460407.83634197,3984724.412838965
366,2460580.1574587245,3985297.0498897424
367,2460589.823765605,3985212.693866054
368,2460534.115152657,3985268.675350218
369,2460421.792665292,3985218.5175040094
370,2460516.2285929304,3985239.436062954
371,2460595.925153682,3985205.4558151504
372,2460491.3829363794,3985265.7607258246
373,2460553.0732591082,3985384.579192358
374,2460424.4602852417,3985227.702384367
375,2460464.776861157,3985224.122824897
376,2460461.6755602476,3985320.5213726987
377,2460518.6292613856,3985262.525072998
378,2460416.15591544,3985218.2707891916
379,2460472.2409262485,3985375.3962697536
380,2460455.279704504,3985280.115011987
381,2460521.81394079,3985446.356618672
382,2460433.1348347124,3985516.981823746
383,2460465.0089695156,3985461.323417652
384,2460495.4895042754,3985552.6524972515
385,2460560.3805761347,3985445.838226485
386,2460419.0658104466,3985572.996159004
387,2460485.8029234107,3985465.988881257
388,2460510.5972734326,3985581.6886510295
389,2460547.0781846885,3985437.9917306304
390,2460459.2733598296,3985559.8663464254
391,2460485.2436986547,3985475.5694627427
392,2460410.322903049,3985448.4690219467
393,2460559.1178557677,3985568.84873673
394,2460586.723391695,3985432.2248865864
395,2460533.4001987553,3985796.7777326996
396,2460561.2464219034,3985616.890220154
397,2460490.6895458973,3985715.758768202
398,2460498.758865287,3985637.162057134
399,2460405.1264934307,3985759.831993218
400,2460473.7487525293,3985997.3150150273
401,2460560.495197143,3985901.9114519972
402,2460474.7307838085,3985970.545786877
403,2460534.5774688497,3985847.9728534603
404,2460484.6037683617,3985953.0837644073
405,2460542.5834245165,3985810.341325376
406,2460416.8994835946,3985824.828244384
407,2460508.6045771646,3985835.577035651
408,2460564.220664675,3985987.2815475105
409,2460719.5046992116,3982815.874469815
410,2460611.9831904257,3982828.4144300763
411,2460629.688459197,3982817.498778258
412,2460713.878951071,3982812.020560298
413,2460713.2356065153,3982864.790987976
414,2460629.7910682503,3982941.1510881567
415,2460600.3569013793,3982824.5524802366
416,2460618.3531285375,3982848.4538411153
417,2460627.570778179,3982866.2703747894
418,2460704.610868209,3983087.631107914
419,2460778.112421837,3983463.8890397
420,2460707.109512552,3983447.626971054
421,2460648.558856444,3983542.969563818
422,2460653.106150672,3983505.8767688847
423,2460617.2705854005,3983549.1395955603
424,2460742.464519488,3983773.840001881
425,2460638.0342815854,3983757.9992546863
426,2460600.676445482,3983673.9630960743
427,2460665.5857587266,3983619.6642839545
428,2460608.475212306,3983682.2981904848
429,2460660.665458938,3983647.544103615
430,2460761.7106100065,3983647.5668977695
431,2460743.818230196,3983766.9432287733
432,2460642.7289662953,3983829.601932993
433,2460600.0743632624,3983858.2046378674
434,2460683.0038703647,3984124.7317932346
435,2460607.202430833,3984102.7525200234
436,2460772.3248827583,3984142.019906617
437,2460743.8672522875,3984052.8730615983
438,2460693.5172599694,3984150.9859808995
439,2460719.0066198194,3984147.912526896
440,2460714.9305141284,3984099.156100936
441,2460756.270567925,3984133.2695041164
442,2460620.3487280286,3984048.5770096867
443,2460723.6870587524,3984157.6803334933
444,2460738.7471156497,3984122.9657727843
445,2460607.794942797,3984036.5015223743
446,2460676.3394339066,3984140.5982715734
447,2460790.4828800126,3984344.6677896893
448,2460740.5102203237,3984290.4875134514
449,2460748.5706525357,3984280.16613721
450,2460774.1246340075,3984399.8236582405
451,2460759.535355457,3984316.644750427
452,2460716.937760695,3984231.532757109
453,2460759.4235352585,3984278.51975078
454,2460616.0068289773,3984324.317551125
455,2460747.0096174832,3984489.490765148
456,2460742.0152747873,3984415.87342917
457,2460714.9939333177,3984405.1803536178
458,2460671.56852208,3984498.543573774
459,2460757.388572698,3984415.4621364074
460,2460691.3917650394,3984501.1132043586
461,2460716.638727221,3984424.829638219
462,2460611.822397028,3984466.8017612044
463,2460709.776711993,3984458.7214665283
464,2460653.056695446,3984779.9830688094
465,2460691.835700536,3984667.98462281
466,2460745.473179972,3984613.5855074828
467,2460600.1589981844,3984747.9670862346
468,2460752.078864766,3984765.432359829
469,2460638.968540381,3984604.208835677
470,2460669.108839315,3984829.505267003
471,2460683.4399069548,3985162.457541161
472,2460797.7537364564,3985128.257086939
473,2460733.635184716,3985288.345066023
474,2460627.365038425,3985314.4793035155
475,2460779.601907538,3985429.513431984
476,2460734.356924278,3985417.5025792476
477,2460695.229958964,3985479.515498273
478,2460752.6875156667,3985597.2014955482
479,2460701.8819886767,3985663.086712068
480,2460779.666511412,3985637.3034590315
481,2460758.4065381326,3985779.788919774
482,2460632.075129214,3985716.2212655437
483,2460716.5941880373,3985750.538824768
484,2460715.2169929002,3985672.4911857103
485,2460693.8480936512,3985745.8862660066
486,2460638.632736327,3985764.4860531683
487,2460652.9200888015,3985886.7515555546
488,2460797.613772579,3985908.730401772
489,2460794.8009805293,3985945.8032598887
490,2460682.0951823816,3985866.6551584597
491,2460763.616227034,3985808.12779316
492,2460664.0129896374,3985948.016284451
493,2460688.3393435576,3985811.3339398657
494,2460772.4777741097,3985957.005095869
495,2460762.604446938,3985906.5427460917
496,2460831.21206387,3982983.1361094415
497,2460851.963330962,3982876.345537344
498,2460901.963383439,3982839.51030733
499,2460823.5787309324,3982984.357344421
500,2460906.1117189936,3982872.4909576285
501,2460881.5579100614,3982891.8776155673
502,2460952.521827857,3982979.5368279796
503,2460917.7992007076,3982949.807689232
504,2460973.2158356234,3982995.6053316253
505,2460833.8010652843,3982982.04296886
506,2460983.355900373,3982922.657833755
507,2460835.961725042,3982950.9994480815
508,2460882.9391128127,3983253.916440474
509,2460877.3474495457,3983275.5377429835
510,2460928.1952514783,3983236.109088348
511,2460960.2200424657,3983267.179343517
512,2460948.89838095,3983250.259732581
513,2460986.2554146093,3983348.4597274866
514,2460877.1491156914,3983319.032963216
515,2460933.696786907,3983207.1170042413
516,2460907.876121948,3983309.3700302294
517,2460828.466107203,3983329.0662086313
518,2460957.127821147,3983431.4378753863
519,2460942.4246912417,3983512.54348999
520,2460802.8658529846,3983497.351963821
521,2460909.413582751,3983553.5915658316
522,2460833.356808083,3983482.2502417467
523,2460940.7943374505,3983548.274431568
524,2460834.368568311,3983433.677717935
525,2460848.7747731307,3983428.116501929
526,2460932.5474900417,3983419.8135143467
527,2460854.294600794,3983555.6591994883
528,2460958.6775953737,3983417.6574633685
529,2460889.367644966,3983771.0085398466
530,2460916.6104970234,3983693.369741091
531,2460893.265750404,3983728.088252489
532,2460874.629849655,3983741.471193628
533,2460971.5789454402,3983736.3325584456
534,2460860.617877527,3983699.5294556427
535,2460909.607624798,3983655.4730926524
536,2460933.5947094513,3983687.3314927346
537,2460819.567274926,3983756.2612418635
538,2460853.2547133067,3983714.7290387764
539,2460890.2076079124,3983914.3613580926
540,2460837.903647356,3983830.45952618
541,2460814.68732671,3983994.6947667603
542,2460911.833189353,3983839.751845959
543,2460856.0649144324,3983937.1953164474
544,2460932.3855445287,3983933.837352198
545,2460977.167078017,3983896.81202003
546,2460980.1106268014,3984170.6886458346
547,2460908.571512424,3984013.0444779973
548,2460822.380070374,3984127.4177537165
549,2460952.985907537,3984258.2545989747
550,2460814.8525310787,3984410.171188129
551,2460827.5161848725,3984575.9265317563
552,2460948.855410343,3984414.0225766376
553,2460848.973094748,3984424.2435668167
554,2460822.270309099,3984531.3125077155
555,2460956.1126178326,3984459.0550598567
556,2460978.602673384,3984543.8243772313
557,2460877.0009383983,3984797.3342094477
558,2460913.3328448995,3984683.885650288
559,2460806.2507639066,3984620.154444897
560,2460930.08219953,3984780.7962553743
561,2460973.943163815,3984611.552130199
562,2460943.2766951877,3984656.3809912717
563,2460852.6373367957,3984684.4397000195
564,2460856.1523939967,3984771.520337149
565,2460928.821673521,3984982.5307449712
566,2460831.1033654106,3984998.246315347
567,2460817.375323377,3985439.968846518
568,2460979.1805713344,3985404.94786545
569,2460975.77189041,3985734.336997058
570,2460838.840135947,3985782.4233853132
571,2460841.977295245,3985619.8226807034
572,2460834.461315973,3985683.4419528074
573,2460814.0455770376,3985704.195120201
574,2460822.0103505827,3985725.0416367785
575,2460817.0549097895,3985791.4434531713
576,2460942.9951937622,3985970.7187197707
577,2460953.772906534,3985850.80054116
578,2460927.6854226254,3985872.8418784994
579,2460944.1285984726,3985954.6978847384
580,2460939.6794289253,3985925.1950244014
581,2460900.245967331,3985998.7130950037
582,2460838.3374419534,3985849.7351951995
583,2460822.1538928426,3985841.9519535964
584,2460945.0932579245,3985912.339155942
585,2460890.877951866,3985838.3652464226
586,2460980.185025443,3985966.9803558383
587,2460879.4916130565,3985882.636094351
588,2460894.2177948873,3986051.8460300444
589,2460956.1013601855,3986145.717352482
590,2460924.4592063865,3986162.975751294
591,2460879.3726547956,3986153.6307469923
592,2460912.345865313,3986000.4280717634
593,2460878.268435174,3986129.1080432045
594,2461027.2998574725,3983072.322315286
595,2461142.33387537,3983056.5610815254
596,2461141.608440098,3983015.403755386
597,2461058.344149668,3983077.31999533
598,2461028.421142366,3983061.237860706
599,2461185.2383772507,3983182.0599840656
600,2461166.684967114,3983057.80172737
601,2461005.902317402,3983342.1821691156
602,2461078.2179263756,3983333.4733277415
603,2461121.313933236,3983341.239703105
604,2461126.029842176,3983226.4454152845
605,2461052.7535153087,3983351.433527338
606,2461185.494396765,3983370.5988289253
607,2461111.17435791,3983210.250798661
608,2461039.200189373,3983255.082749185
609,2461027.267061668,3983320.1342031746
610,2461079.585619269,3983271.5814876994
611,2461153.4240923864,3983264.4182037385
612,2461168.480647132,3983312.0571330343
613,2461080.74846508,3983229.5385297965
614,2461054.2008703155,3983445.535309483
615,2461041.602844957,3983478.664204563
616,2461152.856825563,3983408.803278013
617,2461055.170228835,3983548.8123523886
618,2461088.1797508025,3983622.0306502045
619,2461194.821432497,3983767.339851229
620,2461166.584274018,3983733.1652052463
621,2461134.2726376695,3983609.914603764
622,2461139.725786209,3983739.0227997075
623,2461101.118593443,3983770.1130135083
624,2461125.115200458,3983794.324175883
625,2461067.423220129,3983710.533410783
626,2461073.7946953005,3983882.4727139347
627,2461169.794613714,3983936.052766391
628,2461140.517377854,3983816.586445031
629,2461178.029866249,3983930.2165862103
630,2461005.815062406,3983910.415356589
631,2461118.35221362,3984081.6628244366
632,2461136.6636943826,3984177.9142570416
633,2461125.356285196,3984095.942680213
634,2461166.092546045,3984040.3084208006
635,2461055.855130892,3984196.7730333367
636,2461061.1232341016,3984091.390660227
637,2461048.206699527,3984240.595635229
638,2461161.1153585482,3984355.891471657
639,2461023.5451520733,3984702.8855260503
640,2461070.5136773856,3984787.183896284
641,2461167.210564511,3984635.0555075016
642,2461089.5356270447,3984609.2610738175
643,2461166.5815914795,3984760.562839645
644,2461023.3890325543,3984798.0477029346
645,2461024.502169233,3984744.239158893
646,2461160.6319622146,3984792.0666464367
647,2461083.086389918,3984602.6292277495
648,2461082.7313025137,3984685.456373685
649,2461081.575176613,3984986.2438064357
650,2461171.6566893994,3984811.1823450434
651,2461051.8161422866,3984993.9964112286
652,2461104.331971729,3984932.4614611855
653,2461088.451304583,3984928.5147496625
654,2461015.6139667802,3984831.64617247
655,2461056.4971369742,3984917.1690590978
656,2461138.0285276566,3984821.9460535725
657,2461116.149807929,3984980.574578326
658,2461149.5749135683,3984917.0675687874
659,2461149.505194357,3984839.763701846
660,2461186.0748023987,3984830.5797856525
661,2461065.97144059,3984914.923110794
662,2461110.5020708777,3984943.7251807535
663,2461157.4326247517,3984936.966540783
664,2461006.435332886,3984904.7375799655
665,2461104.5134196426,3985156.7957136445
666,2461073.936832982,3985084.1864993107
667,2461186.2107953075,3985009.0136381863
668,2461172.7112928694,3985131.3856736906
669,2461099.2991299555,3985227.804768824
670,2461056.279139872,3985386.0344264363
671,2461120.9883764777,3985327.007254792
672,2461008.861423416,3985364.6900813105
673,2461038.0138591994,3985260.295141429
674,2461110.2292741206,3985220.3224426988
675,2461179.2198187867,3985222.897187205
676,2461044.3351418655,3985280.863501683
677,2461162.6180742853,3985593.7487542443
678,2461150.307733914,3985460.1041364954
679,2461115.0010384726,3985400.8418929502
680,2461075.083473155,3985436.3298579366
681,2461154.315843511,3985410.2820569696
682,2461074.6735576484,3985588.8736225157
683,2461087.378247597,3985577.072219693
684,2461161.949102787,3985559.7082831296
685,2461005.1355984802,3985540.9330529347
686,2461186.582335917,3985453.0028045406
687,2461027.6974563645,3985762.9740942656
688,2461095.4705100846,3985783.5148074906
689,2461066.4490913358,3985727.582693066
690,2461167.6513038496,3985797.898089687
691,2461046.5079337256,3985787.997197193
692,2461190.1304879976,3985780.377096533
693,2461048.8511503427,3985722.393245419
694,2461046.700931727,3985830.725573948
695,2461158.838980467,3985825.3141464875
696,2461143.6104596783,3985878.6454072786
697,2461118.570545753,3985931.7219276265
698,2461077.2412303826,3985955.3860606095
699,2461064.413612407,3985983.8445319156
700,2461153.050940758,3985944.7062568
701,2461049.6054835967,3985863.7815607237
702,2461026.0589173133,3985856.225202048
703,2461070.191049403,3985822.7783664227
704,2461072.8150031795,3986161.235425857
705,2461196.3538069963,3986064.7505226606
706,2461143.797923264,3986114.7233250714
707,2461147.0949289864,3986195.3236339875
708,2461083.0771678416,3986087.0356827113
709,2461031.2447081087,3986170.3607350774
710,2461022.8051116066,3986021.9073538054
711,2461060.1839433885,3986183.948847149
712,2461002.4441063893,3986583.9538094066
713,2461011.144432388,3986509.881231145
714,2461051.665312247,3986413.0616602832
715,2461149.2743117977,3986535.3330421746
716,2461250.6962141674,3983277.2597848815
717,2461221.191336929,3983324.3250347488
718,2461268.1391036585,3983319.8036353067
719,2461298.8912649723,3983379.6764660208
720,2461244.4753697664,3983246.619989231
721,2461293.1985915843,3983224.2009128747
722,2461337.3339938032,3983293.7332751043
723,2461396.196401913,3983250.6505165417
724,2461329.4015707364,3983291.2138349563
725,2461306.114402459,3983388.3342199083
726,2461259.7230835157,3983207.141295333
727,2461397.316774348,3983205.411219841
728,2461245.395667803,3983466.584591129
729,2461345.0419408446,3983580.205533729
730,2461230.5816653417,3983463.705049778
