Commande,Heure,idMaison,Weight
12979,11:48:15,2277,21
12980,21:53:03,968,98
12981,20:49:09,1479,99
12982,13:03:30,1007,91
12983,07:41:40,1642,65
12984,22:31:14,1482,73
12985,07:35:58,2177,81
12986,17:33:28,194,72
12987,16:20:56,2424,69
12988,20:26:21,1948,26
12989,15:21:22,1592,69
12990,10:20:00,2326,44
12991,16:01:38,956,72
12992,10:34:50,1914,26
12993,17:19:09,914,30
12994,12:51:52,1008,99
12995,00:58:06,316,22
12996,16:29:56,2424,92
12997,10:58:49,2512,66
12998,08:21:27,1807,52
12999,16:16:28,1195,75
13000,00:24:26,1375,78
13001,14:05:29,1947,43
13002,17:32:41,2535,60
13003,12:21:57,1856,15
13004,09:08:54,1099,14
13005,09:53:02,435,47
13006,14:00:23,2167,38
13007,18:03:17,545,15
13008,22:39:48,745,81
13009,14:27:25,2507,47
13010,19:16:45,1979,48
13011,13:01:23,1736,44
13012,11:51:09,1845,42
13013,08:23:53,718,41
13014,23:16:37,38,73
13015,19:54:02,902,100
13016,21:55:45,1427,66
13017,10:42:59,2459,62
13018,00:09:15,213,16
13019,17:11:26,582,81
13020,09:05:29,2221,78
13021,11:21:16,990,88
13022,12:09:50,1918,79
13023,12:50:05,968,81
13024,22:49:05,2211,53
13025,09:18:07,233,50
13026,18:49:32,1459,98
13027,22:43:42,655,15
13028,16:15:53,2072,97
13029,18:52:16,1450,68
13030,12:42:18,394,27
13031,14:50:22,1438,39
13032,18:23:55,1349,19
13033,10:10:07,1907,79
13034,18:51:06,2540,57
13035,08:04:15,394,70
13036,08:30:55,2143,36
13037,12:27:09,2264,95
13038,13:55:13,1043,37
13039,16:03:19,900,61
13040,12:16:59,1325,97
13041,21:56:43,2108,35
13042,18:46:36,2073,29
13043,17:13:12,1686,38
13044,08:13:08,1448,98
13045,09:55:52,546,81
13046,18:09:04,2431,75
13047,22:07:12,372,28
13048,22:12:15,2033,80
13049,17:18:59,232,59
13050,14:34:23,600,50
13051,13:26:40,83,63
13052,13:39:52,2069,55
13053,20:58:27,557,39
13054,17:59:05,1655,67
13055,23:41:48,1128,11
13056,11:30:54,1188,26
13057,10:47:33,416,79
13058,10:59:55,826,94
13059,10:17:33,675,48
13060,16:35:26,597,29
13061,17:34:08,2347,82
13062,22:03:19,2311,65
13063,15:32:44,1456,24
13064,15:00:17,405,20
13065,17:16:14,571,23
13066,15:39:13,1762,61
13067,17:59:44,1704,27
13068,09:07:58,2338,28
13069,20:42:14,881,97
13070,21:45:07,2383,21
13071,17:31:07,2064,90
13072,17:50:36,1277,25
13073,09:19:10,363,32
13074,19:57:06,1463,46
13075,20:24:05,1165,99
13076,10:47:28,230,20
13077,02:25:55,1001,78
13078,17:40:20,613,31
13079,14:47:46,1258,83
13080,22:53:44,2189,86
13081,20:31:48,1217,75
13082,09:36:31,29,33
13083,19:50:25,754,100
13084,07:56:38,958,99
13085,18:41:49,14,87
13086,07:47:21,1585,30
13087,17:49:36,1045,70
13088,15:37:57,2297,53
13089,23:21:18,1000,100
13090,17:38:48,1296,92
13091,10:07:37,1773,47
13092,16:50:51,676,43
13093,22:34:41,752,17
13094,13:07:33,2569,100
13095,13:14:42,570,23
13096,11:49:38,617,15
13097,21:42:35,1620,74
13098,14:44:35,1244,13
13099,11:13:50,2266,19
13100,22:15:46,1407,31
13101,09:33:45,732,26
13102,09:55:57,1062,36
13103,12:20:30,1947,19
13104,10:12:07,1876,84
13105,21:23:57,2343,29
13106,22:54:39,1238,64
13107,13:41:31,1545,43
13108,18:39:55,1776,72
13109,11:25:52,1523,53
13110,17:51:59,1906,63
13111,16:52:55,2198,45
13112,18:23:02,2432,91
13113,19:36:59,490,56
13114,17:25:49,1043,98
13115,08:05:32,12,24
13116,21:20:27,186,54
13117,18:34:47,1316,20
13118,13:01:29,2062,21
13119,06:22:44,235,50
13120,00:09:49,455,36
13121,22:27:59,801,41
13122,20:00:13,1276,56
13123,08:39:34,2544,37
13124,20:49:47,1095,19
13125,18:14:20,94,42
13126,21:35:40,1798,97
13127,08:35:16,2243,38
13128,09:24:19,285,93
13129,13:59:14,436,53
13130,16:41:30,1334,74
13131,14:48:29,613,17
13132,21:21:22,514,50
13133,10:16:39,1348,93
13134,09:24:43,1800,75
13135,00:26:00,1874,75
13136,22:34:56,1377,39
13137,08:07:07,388,30
13138,18:16:38,849,73
13139,15:58:24,1919,22
13140,14:26:18,875,29
13141,16:49:53,2012,40
13142,14:51:12,2244,59
13143,19:36:52,2441,93
13144,13:18:33,1454,28
13145,11:57:49,187,78
13146,15:31:59,1393,23
13147,17:10:51,308,34
13148,17:39:34,2203,57
13149,17:36:43,1271,30
13150,17:23:43,994,17
13151,14:40:57,1888,42
13152,19:33:01,2338,24
13153,17:49:37,1003,67
13154,22:01:53,780,60
13155,18:01:17,1822,69
13156,19:19:15,601,66
13157,09:35:17,52,31
13158,02:43:46,1742,17
13159,17:42:40,2443,92
13160,13:21:04,1129,31
13161,14:10:04,1459,88
13162,13:16:17,1261,57
13163,21:54:04,782,100
13164,21:58:28,793,64
13165,13:32:23,1590,18
13166,21:47:19,1096,73
13167,00:02:41,2074,83
13168,19:24:30,1456,16
13169,21:29:47,1231,24
13170,08:04:37,386,68
13171,16:14:04,350,41
13172,17:38:26,386,31
13173,13:52:12,760,11
13174,13:52:30,1099,91
13175,15:38:46,2096,63
13176,01:15:46,1892,30
13177,17:31:57,2247,91
13178,13:05:21,2184,89
13179,12:48:30,375,43
13180,20:00:29,1572,82
13181,12:45:29,1319,100
13182,14:39:14,1697,57
13183,09:12:32,1685,88
13184,13:18:26,1516,47
13185,18:00:23,1989,15
13186,09:30:18,1032,55
13187,17:52:02,2084,61
13188,08:48:30,884,66
13189,11:42:37,527,88
13190,21:50:22,835,70
13191,09:53:14,747,16
13192,15:32:18,1297,24
13193,10:44:24,942,44
13194,14:07:25,669,26
13195,14:05:42,1677,47
13196,09:07:04,64,55
13197,09:59:45,166,82
13198,13:17:50,1439,64
13199,18:37:00,741,25
13200,09:39:58,2027,46
13201,18:40:26,1570,20
13202,00:02:22,372,19
13203,15:48:29,856,44
13204,10:17:42,689,86
13205,19:51:13,2418,50
13206,15:46:02,231,39
13207,09:39:32,1247,38
13208,13:35:35,1241,34
13209,08:51:56,2029,21
13210,23:00:11,856,62
13211,17:17:18,667,44
13212,16:08:52,1741,86
13213,18:13:30,1102,55
13214,16:22:32,336,26
13215,12:18:19,988,49
13216,16:04:21,313,72
13217,23:41:25,1368,43
13218,16:32:54,1093,67
13219,07:35:17,1464,79
13220,16:29:46,106,89
13221,12:49:26,1448,92
13222,15:56:04,2144,65
13223,15:18:34,1126,98
13224,09:01:39,2346,97
13225,14:41:19,65,27
13226,23:11:53,1676,22
13227,17:46:43,1666,15
13228,15:25:07,485,85
13229,16:34:01,1533,51
13230,19:38:08,2072,61
13231,16:04:52,1733,30
13232,13:38:43,847,43
13233,16:47:10,2227,62
13234,11:37:12,985,11
13235,12:36:28,181,61
13236,17:06:37,182,35
13237,10:28:39,912,22
13238,10:06:46,88,59
13239,10:23:26,313,30
13240,17:25:40,2110,44
13241,16:31:00,1565,61
13242,14:12:15,1441,43
13243,05:57:07,2456,55
13244,17:40:03,603,100
13245,08:11:07,2207,83
13246,10:34:27,1802,23
13247,20:56:00,2359,50
13248,14:17:29,1731,59
13249,01:04:43,597,82
13250,02:11:25,1915,48
13251,15:49:21,1987,79
13252,18:07:39,940,97
13253,17:46:08,2452,11
13254,16:35:46,42,13
13255,10:53:01,1330,97
13256,11:31:06,2245,55
13257,07:19:37,343,100
13258,14:55:04,903,65
13259,08:13:48,422,28
13260,09:07:47,1626,58
13261,20:03:10,1709,91
13262,18:08:08,773,86
13263,19:04:08,1089,32
13264,12:19:14,1833,58
13265,12:48:21,1649,30
13266,13:45:16,1499,62
13267,21:37:20,1561,62
13268,17:15:35,1292,12
13269,09:19:04,1494,11
13270,14:00:00,436,53
13271,18:15:37,1364,54
13272,08:57:29,1869,23
13273,20:42:46,2245,24
13274,16:57:25,2017,24
13275,22:18:00,1657,53
13276,18:28:33,2180,94
13277,11:09:02,1280,66
13278,22:08:47,1620,82
13279,11:47:15,1472,28
13280,21:29:31,1413,88
13281,12:50:19,1771,10
13282,11:07:17,707,18
13283,12:50:10,881,54
13284,19:00:49,2465,42
13285,23:01:36,2112,67
13286,15:36:14,1911,84
13287,10:46:40,318,11
13288,17:42:03,488,11
13289,19:51:13,1079,12
13290,12:10:45,660,92
13291,11:30:34,212,93
13292,18:56:08,2396,47
13293,23:11:13,1815,74
13294,12:28:47,1966,31
13295,22:29:37,2414,18
13296,20:08:50,132,79
13297,23:07:39,132,33
13298,18:26:25,2316,23
13299,15:45:02,53,17
13300,06:43:09,1971,87
13301,19:22:27,1158,67
13302,13:57:52,155,30
13303,14:42:31,1175,34
13304,15:10:03,1704,12
13305,21:08:02,465,28
13306,09:25:25,988,36
13307,09:07:10,2540,69
13308,15:43:53,1945,40
13309,17:31:53,1854,46
13310,10:34:21,2365,54
13311,19:52:48,1817,54
13312,23:19:21,1231,42
13313,13:00:36,1048,39
13314,22:09:33,105,100
13315,14:15:02,960,74
13316,11:17:04,1586,53
13317,13:01:16,1597,84
13318,14:12:13,2555,53
13319,16:31:28,1283,26
13320,20:36:50,872,12
13321,18:46:46,1875,46
13322,11:29:16,1613,58
13323,10:18:37,989,15
13324,02:13:58,321,15
13325,16:45:49,1284,53
13326,07:40:20,499,57
13327,09:49:05,1922,81
13328,14:04:39,993,82
13329,16:57:43,705,49
13330,10:51:37,451,57
13331,11:12:07,279,88
13332,13:49:08,1598,19
13333,12:09:45,2273,49
13334,13:47:52,2357,10
13335,16:07:02,2373,99
13336,14:05:49,1782,18
13337,21:35:45,765,90
13338,19:58:16,1409,63
13339,10:42:40,1145,48
13340,17:11:25,1933,52
13341,11:05:14,2205,16
13342,13:15:35,47,79
13343,13:19:40,2163,81
13344,10:59:34,2540,70
13345,14:20:17,770,13
13346,20:32:11,2141,31
13347,22:44:02,2058,67
13348,14:56:44,561,65
13349,00:16:00,71,75
13350,15:59:57,1696,90
13351,13:34:05,978,11
13352,16:52:30,547,86
13353,14:57:02,1100,43
13354,15:04:54,523,84
13355,00:40:11,352,37
13356,10:42:56,887,33
13357,12:50:06,1064,35
13358,14:57:21,835,20
13359,20:08:27,1137,95
13360,11:26:00,780,45
13361,20:01:04,2021,44
13362,00:47:23,704,58
13363,15:36:32,2037,68
13364,10:24:22,1080,95
13365,13:00:47,1232,93
13366,15:06:19,1936,52
13367,20:19:07,2187,85
13368,14:05:48,708,73
13369,19:33:20,1067,41
13370,18:03:09,375,71
13371,22:32:27,2260,46
13372,15:44:27,2090,97
13373,21:58:29,2261,69
13374,17:07:50,659,68
13375,22:54:08,1838,16
13376,23:42:38,390,46
13377,15:05:35,2401,97
13378,13:33:33,1610,57
13379,11:54:13,2134,79
13380,13:09:55,802,49
13381,18:42:58,652,64
13382,08:56:35,1052,79
13383,22:50:12,738,99
13384,21:35:56,1911,69
13385,22:12:13,1482,68
13386,09:02:54,975,82
13387,15:01:41,844,62
13388,17:36:28,1959,77
13389,23:49:21,1831,41
13390,14:08:56,2008,47
13391,04:09:37,801,23
13392,17:09:00,750,78
13393,14:43:16,252,95
13394,22:34:09,2195,100
13395,11:37:59,2137,17
13396,10:47:00,1723,43
13397,18:07:29,1842,87
13398,21:34:39,880,54
13399,13:57:47,1939,81
13400,18:24:18,1295,78
13401,21:52:40,23,29
13402,18:55:57,1718,85
13403,17:50:36,2218,87
13404,08:48:58,1567,54
13405,20:02:31,2394,43
13406,19:18:15,2333,100
13407,22:51:39,655,41
13408,10:55:52,500,40
13409,18:17:27,1851,61
13410,16:24:32,652,97
13411,18:29:19,1906,81
13412,21:14:53,1592,13
13413,17:52:50,2058,90
13414,17:14:48,448,36
13415,12:27:34,2084,53
13416,21:09:43,234,35
13417,12:07:11,1284,91
13418,11:03:31,1491,71
13419,10:57:17,279,64
13420,19:10:45,1702,56
13421,01:42:00,153,36
13422,20:59:30,976,20
13423,11:28:44,1330,61
13424,19:10:40,2421,13
13425,21:46:59,1679,25
13426,11:24:34,1083,76
13427,08:09:35,2010,20
13428,18:32:20,541,32
13429,16:36:51,562,84
13430,18:24:27,2334,33
13431,19:23:12,1857,67
13432,14:55:29,995,64
13433,15:18:11,371,63
13434,21:18:07,1908,82
13435,15:00:42,759,83
13436,22:39:02,2558,26
13437,12:14:35,14,80
13438,09:35:38,1353,79
13439,11:47:29,640,40
13440,21:32:49,1990,15
13441,14:46:43,118,42
13442,14:10:06,993,42
13443,17:53:38,821,37
13444,23:18:58,707,100
13445,20:03:24,920,77
13446,18:10:08,2055,32
13447,11:33:05,1712,83
13448,19:13:41,2121,86
13449,11:32:03,1435,26
13450,18:39:05,1393,15
13451,23:59:08,254,44
13452,20:02:05,1581,95
13453,11:26:34,2420,21
13454,12:03:35,2393,92
13455,13:26:55,1012,28
13456,15:43:35,184,55
13457,17:27:41,2418,57
13458,17:52:22,376,23
13459,12:47:09,2488,36
13460,17:03:45,2225,71
13461,18:56:39,2249,87
13462,15:10:24,825,47
13463,14:34:32,1025,71
13464,15:49:45,2176,20
13465,11:33:25,1838,87
13466,17:21:04,695,13
13467,17:17:53,867,54
13468,17:49:30,1713,64
13469,20:10:29,2485,97
13470,20:17:38,821,40
13471,15:18:32,2368,38
13472,07:44:03,1493,19
13473,10:45:03,1947,71
13474,18:17:16,1442,27
13475,18:08:03,573,46
13476,17:38:45,348,93
13477,08:31:56,1457,59
13478,22:27:12,2055,59
13479,09:33:23,765,19
13480,18:49:39,79,65
13481,18:25:35,1546,66
13482,09:24:02,1711,87
13483,14:37:22,1675,69
13484,09:31:06,676,100
13485,22:41:23,1851,16
13486,13:29:02,423,62
13487,13:06:34,1293,12
13488,20:05:45,1261,99
13489,07:06:18,198,34
13490,12:20:28,1956,91
13491,09:43:21,2535,67
13492,20:30:40,1427,95
13493,15:47:08,826,88
13494,22:10:15,1652,56
13495,13:57:30,2250,67
13496,15:10:12,1134,94
13497,12:01:07,2041,32
13498,20:37:26,1864,42
13499,14:33:25,2210,43
13500,19:41:57,750,52
13501,17:39:11,345,12
13502,14:52:16,1204,52
13503,12:39:47,756,91
13504,22:42:18,177,97
13505,21:08:25,1741,28
13506,18:20:33,1692,30
13507,14:42:40,82,22
13508,20:50:35,1507,32
13509,18:16:57,1555,94
13510,16:13:23,2000,65
13511,15:21:04,35,43
13512,10:40:08,2456,16
13513,09:21:29,1825,51
13514,18:37:36,936,86
13515,23:09:10,1202,22
13516,08:14:02,1136,91
13517,12:59:56,822,85
13518,16:41:38,2521,88
13519,19:49:34,2202,56
13520,13:42:38,987,78
13521,15:19:17,285,23
13522,19:42:29,1939,11
13523,16:56:58,54,47
13524,16:09:37,2506,74
13525,14:33:08,1015,39
13526,08:54:15,2528,78
13527,13:11:05,145,24
13528,12:55:16,922,19
13529,09:32:14,581,30
13530,18:11:21,1360,68
13531,11:31:33,2036,80
13532,16:31:37,534,26
13533,12:45:09,1088,77
13534,10:25:24,690,38
13535,21:28:02,2283,49
13536,18:03:51,1422,96
13537,08:18:24,2032,66
13538,17:36:50,1512,38
13539,14:18:47,1513,67
13540,18:09:57,575,33
13541,15:18:11,1630,35
13542,10:21:11,2191,97
13543,14:52:00,1968,73
13544,12:15:33,1666,43
13545,11:48:30,428,32
13546,09:30:08,980,17
13547,23:06:35,1549,33
13548,01:09:10,809,49
13549,12:46:43,1776,34
13550,13:34:34,2524,75
13551,19:01:15,837,81
13552,02:44:25,1695,64
13553,14:19:33,340,62
13554,11:10:44,945,40
13555,16:10:52,288,25
13556,14:52:35,1196,46
13557,22:03:14,30,79
13558,16:49:59,1791,77
13559,16:53:09,2501,22
13560,18:20:46,2145,27
13561,19:52:36,1872,60
13562,15:07:32,1791,37
13563,13:28:26,1788,48
13564,07:46:59,459,25
13565,23:46:08,1235,19
13566,11:01:18,1222,28
13567,14:58:09,1530,51
13568,22:49:31,1648,13
13569,09:58:54,1203,90
13570,08:09:17,8,28
13571,15:17:46,2243,29
13572,16:26:07,600,34
13573,10:55:11,45,55
13574,09:39:04,2552,85
13575,17:10:09,1685,84
13576,21:53:23,112,67
13577,10:56:43,645,96
13578,18:44:55,474,11
13579,13:44:45,502,85
13580,07:25:33,2526,84
13581,19:36:24,18,72
13582,13:09:31,894,76
13583,17:05:56,2270,85
13584,21:13:02,1609,10
13585,13:09:09,112,60
13586,12:05:46,1921,56
13587,23:18:14,1646,24
13588,08:24:28,1864,82
13589,17:15:26,561,13
13590,16:21:35,2299,79
13591,08:52:38,1129,69
13592,15:12:49,1695,35
13593,10:49:16,2544,85
13594,18:10:25,1005,18
13595,06:29:49,2301,42
13596,21:40:27,201,50
13597,00:12:29,1205,93
13598,17:34:10,1727,16
13599,13:27:22,826,77
13600,21:57:31,1022,71
13601,18:12:29,722,84
13602,20:59:03,249,88
13603,13:57:35,1193,32
13604,14:53:38,1502,50
13605,21:06:07,1547,58
13606,08:40:24,2403,67
13607,19:06:42,718,28
13608,20:57:58,1755,86
13609,10:18:32,2473,56
13610,20:18:37,1082,47
13611,07:06:13,1310,60
13612,13:11:11,449,58
13613,11:54:49,412,82
13614,20:22:01,766,33
13615,20:33:48,2138,55
13616,08:40:03,2388,75
13617,15:00:07,1955,58
13618,17:46:51,1066,83
13619,21:34:16,165,18
13620,13:12:29,229,77
13621,14:47:30,1451,15
13622,09:23:57,1390,65
13623,22:28:01,1497,25
13624,15:35:02,775,35
13625,15:16:54,804,36
13626,10:53:10,1859,67
13627,17:34:55,166,49
13628,18:49:44,413,100
13629,22:07:09,1276,36
13630,17:28:24,2270,26
13631,11:42:03,2232,95
13632,14:19:35,1954,19
13633,18:38:45,1726,83
