Commande,Heure,idMaison,Weight
280,01:01:45,1941,48
281,23:32:49,411,59
282,11:50:08,1247,25
283,15:58:35,1883,100
284,14:24:20,933,83
285,08:39:55,1478,44
286,09:00:27,734,35
287,18:45:50,712,55
288,10:11:50,279,71
289,07:37:09,2378,83
290,14:57:53,598,61
291,20:07:34,308,97
292,23:22:35,2422,59
293,10:19:52,78,28
294,18:57:36,1763,82
295,18:51:11,2127,70
296,13:53:52,1922,11
297,18:57:41,1663,85
298,20:10:50,356,80
299,19:42:08,304,29
300,07:53:50,1337,61
301,02:36:30,1078,71
302,23:00:24,2456,10
303,20:49:56,1712,49
304,19:07:46,1580,92
305,10:33:34,2232,57
306,19:45:15,81,42
307,12:36:02,1384,80
308,13:26:33,1632,23
309,19:56:42,1937,100
310,10:20:26,1589,13
311,08:11:29,1780,52
312,16:12:18,1824,59
313,13:07:18,760,46
314,09:57:15,1962,95
315,22:25:48,1229,33
316,20:49:13,167,10
317,23:00:25,47,24
318,21:40:08,1017,94
319,14:16:03,1132,99
320,01:03:55,1454,66
321,13:07:54,2373,40
322,09:41:20,2518,38
323,21:12:40,2497,48
324,19:15:33,2513,27
325,00:03:15,505,88
326,20:06:52,1769,69
327,14:02:37,640,62
328,23:05:40,1337,96
329,18:58:00,1741,10
330,19:19:46,2260,58
331,09:01:58,983,63
332,07:28:36,2000,58
333,13:13:28,2118,42
334,09:58:37,82,26
335,11:54:23,2047,91
336,22:13:54,73,15
337,19:16:51,1312,53
338,15:22:39,770,79
339,18:08:06,314,25
340,11:18:10,443,59
341,22:49:10,328,28
342,12:08:23,136,22
343,13:23:13,932,41
344,20:45:30,2124,42
345,06:44:01,2441,43
346,09:50:54,1223,12
347,00:54:54,2469,99
348,21:08:29,2094,33
349,16:31:14,2416,39
350,10:03:48,884,18
351,07:59:46,2043,41
352,19:24:42,1719,36
353,14:48:04,815,46
354,11:56:41,1166,38
355,22:02:48,551,38
356,17:05:36,532,44
357,18:42:48,2402,93
358,18:45:12,939,39
359,09:42:16,760,38
360,03:46:11,724,86
361,11:44:38,792,37
362,14:10:08,205,10
363,15:11:53,2411,81
364,20:28:07,987,99
365,11:41:46,1004,30
366,21:53:57,1946,13
367,20:03:43,2146,100
368,12:15:29,2250,21
369,08:48:47,573,97
370,14:13:22,1754,78
371,17:51:52,147,29
372,17:10:25,432,56
373,21:56:23,1927,35
374,15:20:16,254,95
375,20:49:07,1405,15
376,15:49:10,266,31
377,12:51:58,1480,40
378,15:43:31,454,76
379,16:25:47,954,54
380,19:35:08,528,35
381,10:15:42,1432,65
382,10:53:22,710,96
383,13:56:18,635,95
384,16:25:26,1186,28
385,12:49:20,2010,80
386,17:36:53,56,69
387,08:33:46,490,64
388,20:10:27,1218,91
389,10:17:35,2547,51
390,07:34:17,2428,32
391,15:38:29,417,19
392,20:17:06,700,20
393,14:39:34,198,88
394,10:15:56,431,83
395,11:51:38,1223,10
396,20:03:41,1427,22
397,16:10:58,1903,19
398,19:50:59,1232,40
399,17:49:38,1226,68
400,18:28:21,1053,26
401,17:22:07,546,58
402,11:51:21,765,36
403,11:00:32,1890,70
404,10:51:36,1531,38
405,12:33:28,2233,30
406,13:53:00,2256,42
407,16:24:12,2176,93
408,22:47:51,1498,10
409,22:36:03,1085,88
410,21:16:43,1463,54
411,11:21:06,289,54
412,14:07:47,2454,96
413,21:59:30,1873,68
414,20:58:41,2413,55
415,22:58:02,1619,69
416,17:21:42,1618,39
417,21:34:03,1144,91
418,07:56:26,2056,63
419,13:31:41,74,77
420,15:11:49,192,40
421,17:59:19,515,90
422,13:36:21,1483,75
423,13:20:37,54,98
424,19:50:11,1428,72
425,18:48:48,1054,14
426,09:02:26,1394,12
427,13:32:49,2199,51
428,13:07:06,1444,88
429,20:54:38,522,32
430,19:03:39,2128,90
431,12:32:25,1002,76
432,21:18:27,2125,52
433,13:36:49,2230,95
434,22:02:19,803,24
435,13:42:39,2554,87
436,18:52:29,589,29
437,20:02:23,25,42
438,09:44:10,711,22
439,15:23:17,178,72
440,19:04:48,191,80
441,23:10:42,2088,85
442,10:08:04,1416,73
443,13:53:14,1226,95
444,20:28:54,817,62
445,23:03:59,367,34
446,21:38:37,218,27
447,18:00:57,1024,75
448,11:52:39,1577,63
449,20:02:13,1280,94
450,11:24:19,1899,33
451,08:37:58,2094,80
452,22:21:31,863,29
453,16:38:10,1719,41
454,10:04:05,2004,24
455,09:16:28,1533,13
456,13:04:35,1739,44
457,19:09:45,66,92
458,17:03:52,1172,40
459,12:43:14,1765,87
460,14:05:44,640,65
461,11:37:49,1438,35
462,16:05:39,940,13
463,11:50:37,1824,67
464,15:14:31,87,73
465,14:53:48,1032,68
466,10:52:49,1910,30
467,16:49:29,471,78
468,12:48:38,1350,96
469,17:10:18,873,36
470,21:55:48,1558,52
471,21:48:24,1269,63
472,13:35:59,1923,91
473,17:15:09,2271,92
474,23:31:09,1407,45
475,18:49:00,1076,81
476,08:13:40,1696,22
477,14:22:06,2434,80
478,22:39:28,1451,72
479,08:37:54,1215,59
480,09:42:33,238,12
481,17:54:37,2033,24
482,09:17:00,2493,44
483,19:00:58,387,16
484,19:47:13,34,28
485,22:50:30,2065,79
486,11:59:22,41,12
487,19:51:18,2095,94
488,15:02:31,1691,41
489,09:59:33,141,85
490,15:51:50,2383,31
491,09:15:49,2250,94
492,19:41:58,1232,25
493,17:35:32,1907,77
494,17:46:08,799,51
495,23:52:58,2204,95
496,02:00:25,935,16
497,17:49:13,157,26
498,11:03:20,2200,46
499,21:41:03,60,60
500,14:24:57,554,57
501,15:32:43,1387,15
502,16:16:12,151,27
503,18:12:33,1306,26
504,08:36:33,2508,80
505,22:12:43,998,26
506,19:31:45,2262,85
507,20:59:07,2274,49
508,18:03:47,1622,31
509,09:17:31,1863,33
510,14:42:58,1975,65
511,17:49:07,1349,18
512,20:40:06,1113,16
513,22:05:00,997,54
514,09:52:18,201,26
515,22:14:52,948,19
516,10:03:50,474,60
517,10:34:03,315,37
518,14:52:33,362,66
519,16:54:31,2439,98
520,15:43:23,272,60
521,21:30:10,957,47
522,13:44:38,29,65
523,17:33:47,910,69
524,18:01:33,2328,89
525,14:56:39,135,90
526,11:58:20,183,12
527,03:07:53,2166,33
528,11:06:13,1783,17
529,14:56:35,2551,79
530,16:34:55,1597,97
531,16:34:36,115,33
532,20:55:08,2107,38
533,22:01:27,2332,30
534,13:07:40,1228,76
535,22:09:10,2317,56
536,18:14:10,694,23
537,15:41:30,694,50
538,21:42:40,1499,76
539,17:15:22,250,95
540,18:16:41,792,97
541,13:12:16,109,63
542,18:21:09,1251,77
543,21:21:08,181,66
544,22:55:06,867,34
545,14:29:57,133,90
546,20:36:48,237,60
547,19:03:47,877,79
548,18:16:24,480,80
549,16:42:02,2017,71
550,19:57:37,142,83
551,18:57:52,137,94
552,12:54:22,1935,88
553,17:25:00,1882,60
554,10:32:23,453,17
555,10:25:42,1512,83
556,12:57:21,1863,45
557,10:46:38,550,31
558,12:31:43,1675,96
559,20:52:21,2127,95
560,13:05:21,2485,43
561,09:49:45,2470,14
562,19:52:40,2292,27
563,10:46:42,1289,57
564,21:11:35,1142,45
565,10:06:45,315,100
566,14:51:29,1765,54
567,15:08:29,1733,32
568,07:03:30,329,41
569,01:33:46,1162,12
570,21:39:07,1490,60
571,12:40:31,246,92
572,13:41:01,2247,69
573,02:19:05,498,63
574,12:16:34,577,24
575,20:33:49,669,97
576,14:48:10,889,68
577,14:24:59,707,94
578,11:17:13,503,91
579,07:03:19,516,38
580,13:36:13,593,18
581,18:03:03,1301,71
582,12:26:52,353,71
583,08:03:48,1977,27
584,15:22:40,311,29
585,08:11:43,1469,79
586,11:40:47,1643,92
587,21:17:05,1990,81
588,18:54:14,1565,30
589,21:13:03,165,60
590,10:58:48,1091,85
591,09:43:30,1642,42
592,13:53:01,1714,31
593,08:51:34,535,84
594,13:55:29,1750,56
595,12:25:55,280,14
596,10:56:01,838,23
597,17:28:18,125,67
598,16:54:59,1118,19
599,00:04:52,2227,92
600,09:12:10,1134,21
601,10:23:23,1023,12
602,07:33:02,905,84
603,17:44:47,1253,18
604,17:41:43,1921,23
605,15:47:16,495,89
606,16:00:03,693,89
607,19:41:59,1652,88
608,21:04:58,72,90
609,15:03:15,1472,78
610,14:10:52,1984,62
611,07:46:01,2302,45
612,12:21:08,1146,32
613,17:17:37,2198,25
614,19:18:04,1274,74
615,19:06:11,1330,84
616,10:08:23,30,74
617,19:07:56,193,19
618,16:06:56,387,76
619,13:40:10,1247,60
620,13:44:46,2457,45
621,20:59:14,895,83
622,13:44:42,1295,53
623,22:02:39,690,71
624,09:25:08,1991,97
625,14:55:33,150,13
626,23:20:19,648,19
627,12:01:33,1857,88
628,20:40:56,508,85
629,17:06:10,69,61
630,11:37:17,1276,57
631,19:40:32,1879,21
632,18:53:56,952,30
633,22:17:34,949,30
634,08:48:50,705,100
635,11:50:06,190,49
636,17:11:38,2325,54
637,22:52:51,1032,24
638,11:24:44,64,33
639,19:03:59,1037,83
640,17:51:28,1891,35
641,12:33:46,958,69
642,10:07:16,1912,68
643,06:06:51,1530,88
644,21:22:40,1207,17
645,20:27:17,375,73
646,12:41:25,2196,82
647,17:20:48,894,73
648,21:06:49,177,50
649,13:39:16,1614,64
650,10:37:58,1416,86
651,11:10:53,443,87
652,12:25:07,1291,61
653,12:31:48,1307,20
654,22:12:29,2213,27
655,19:07:41,2437,13
656,22:18:25,1013,67
657,22:57:00,1594,73
658,14:29:46,1931,19
659,20:49:58,2426,40
660,08:08:46,840,70
661,16:08:22,1166,81
662,09:24:12,547,62
663,23:22:30,1958,89
664,19:49:28,518,15
665,18:01:51,2420,68
666,14:40:51,786,66
667,22:23:56,900,78
668,21:44:12,55,12
669,23:26:16,2036,64
670,16:05:35,909,24
671,16:04:59,2368,39
672,07:03:43,928,99
673,23:00:20,2274,61
674,21:20:22,1048,99
675,10:36:07,186,51
676,13:23:59,561,22
677,15:05:43,494,54
678,17:26:19,1412,60
679,13:49:13,1921,83
680,08:26:03,1213,19
681,17:21:43,1439,36
682,19:39:53,261,60
683,00:08:59,261,45
684,19:57:25,2120,35
685,17:14:49,678,64
686,13:15:10,335,68
687,17:02:59,796,94
688,17:22:58,1600,39
689,13:05:21,1124,41
690,20:10:27,2032,69
691,07:50:05,830,95
692,09:24:57,1027,90
693,13:25:38,1322,49
694,16:16:38,1111,68
695,12:48:15,1508,49
696,14:40:02,2378,46
697,10:08:51,1132,34
698,19:05:04,441,92
699,10:48:39,689,46
700,10:39:49,2061,27
701,11:02:28,1758,63
702,21:26:58,409,59
703,16:10:09,55,97
704,09:08:29,1938,80
705,22:36:03,2280,72
706,18:25:07,2319,23
707,17:02:12,254,62
708,13:34:52,2455,99
709,16:51:39,2386,95
710,18:39:06,1075,97
711,22:58:16,413,27
712,15:47:55,2467,57
713,13:31:16,1996,75
714,18:55:40,2206,71
715,15:49:53,2391,13
716,11:58:26,73,65
717,08:06:43,1103,79
718,22:24:18,2082,34
719,12:32:35,1842,77
720,20:02:53,2470,42
721,06:25:45,2270,73
722,09:23:00,2115,73
723,00:28:58,2443,33
724,18:17:57,800,14
725,11:03:26,1883,52
726,08:19:32,1447,88
727,20:53:15,276,13
728,21:50:17,1484,53
729,10:25:41,356,70
730,14:37:24,499,33
731,21:36:19,1961,12
732,12:23:50,2281,96
733,14:43:44,2514,24
734,15:10:01,844,90
735,22:55:34,102,15
736,09:32:24,508,60
737,10:57:12,192,81
738,19:25:25,300,19
739,18:47:21,1634,70
740,11:07:56,2037,97
741,17:24:57,1437,39
742,09:11:28,2128,19
743,01:21:37,1222,96
744,19:14:04,2134,33
745,15:01:30,1036,95
746,10:57:40,570,25
747,12:37:57,1131,71
748,17:24:05,20,47
749,18:24:20,981,56
750,23:41:48,1505,96
751,14:26:04,113,100
752,21:11:06,1806,23
753,09:54:32,1298,53
754,07:13:30,1375,35
755,21:03:49,1903,99
756,11:18:52,2555,49
757,21:01:15,1892,64
758,14:37:29,172,13
759,20:52:47,1977,17
760,15:45:15,509,12
761,16:15:17,274,21
762,21:51:25,1807,97
763,18:37:07,433,28
764,10:28:56,75,36
765,14:13:48,1839,94
766,09:00:18,2474,62
767,09:36:01,1332,38
768,11:31:25,1585,74
769,20:06:57,2151,74
770,19:43:21,976,92
771,14:23:54,2236,21
772,08:37:56,292,57
773,16:05:18,317,97
774,07:30:35,852,21
775,18:09:46,181,11
776,10:49:38,517,54
777,12:16:03,644,43
778,18:16:01,646,71
779,21:25:43,540,84
780,20:06:24,779,91
781,14:02:38,1341,18
782,18:02:00,1562,29
783,18:14:18,2239,34
784,10:46:22,1539,60
785,10:30:24,60,10
786,10:31:58,2146,58
787,18:49:44,2144,98
788,20:20:47,733,15
789,10:05:01,1353,99
790,20:58:19,635,31
791,10:36:39,635,40
792,21:37:19,1405,65
793,18:30:47,1372,34
794,11:57:13,1418,16
795,15:34:13,1266,54
796,16:22:31,1425,89
797,14:38:51,1826,12
798,13:33:14,2252,75
799,05:37:53,1311,20
800,18:43:56,951,96
801,13:42:16,1745,45
802,01:15:38,1770,33
803,17:57:44,893,89
804,13:14:40,2375,65
805,18:06:45,394,92
806,09:55:59,427,27
807,16:04:05,203,76
808,14:25:49,1468,30
809,22:57:04,576,91
810,12:35:15,209,50
811,23:43:36,883,11
812,23:48:13,1376,38
813,21:02:14,1016,94
814,13:41:21,187,96
815,20:28:17,1520,33
816,15:22:45,2013,54
817,22:06:07,2485,31
818,11:06:02,2112,32
819,16:38:00,1715,18
820,18:53:56,564,19
821,09:59:33,965,10
822,23:19:50,376,100
823,14:26:34,1921,28
824,16:28:24,995,40
825,13:04:42,2130,48
826,19:24:52,455,71
827,23:54:37,1805,51
828,21:00:42,2143,86
829,14:20:15,1504,36
830,22:53:38,898,31
831,16:35:20,1659,83
832,11:40:49,2005,25
833,14:58:48,1381,60
834,20:36:16,1759,19
835,21:27:13,1942,25
836,19:10:05,1941,69
837,13:59:18,1176,47
838,20:32:01,678,91
839,18:42:06,473,45
840,06:38:34,729,37
841,09:46:25,461,81
842,17:31:02,484,21
843,09:25:25,1200,46
844,16:43:57,319,76
845,20:38:14,419,59
846,17:50:37,296,20
847,22:59:41,549,71
848,11:46:12,1978,35
849,07:26:24,549,60
850,11:28:56,353,71
851,20:26:06,1974,16
852,12:39:03,923,43
853,21:31:54,1729,48
854,01:47:40,465,22
855,03:40:10,2295,16
856,22:45:54,1980,72
857,20:46:01,2127,76
858,15:00:00,1264,87
859,13:22:17,847,56
860,16:51:38,2175,33
861,22:30:40,376,70
862,12:14:04,297,39
863,19:31:19,339,62
864,22:17:19,752,61
865,22:27:58,2283,67
866,15:46:48,979,79
867,23:03:45,278,100
868,20:49:24,1091,54
869,17:48:15,917,39
870,10:04:20,893,82
871,14:52:57,1001,24
872,08:26:39,609,86
873,07:47:57,2287,16
874,15:40:29,1371,33
875,21:29:32,269,41
876,12:39:49,26,39
877,05:44:12,1581,16
878,11:58:32,329,51
879,10:57:27,782,70
880,13:40:40,52,96
881,15:03:26,2177,47
882,15:57:51,1865,43
883,18:40:57,1972,53
884,16:11:02,232,100
885,22:54:47,699,100
886,09:54:07,446,83
887,11:21:59,25,91
888,19:15:39,1280,83
889,22:29:24,2434,96
890,08:54:26,1773,78
891,10:20:39,171,75
892,21:36:02,62,94
893,17:43:33,2289,74
894,10:28:14,2016,67
895,16:05:16,1883,90
896,19:21:49,1086,50
897,10:27:07,1028,29
898,20:02:23,1938,16
899,21:27:03,727,53
